id,source_id,asassn_name,other_names,raj2000,dej2000,l,b,mean_vmag,amplitude,period,variable_type,class_probability,lksl_statistic,rfr_score,epoch_hjd,gdr2_id,phot_g_mean_mag,e_phot_g_mean_mag,phot_bp_mean_mag,e_phot_bp_mean_mag,phot_rp_mean_mag,e_phot_rp_mean_mag,bp_rp,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,vt,dist,allwise_id,j_mag,e_j_mag,h_mag,e_h_mag,k_mag,e_k_mag,w1_mag,e_w1_mag,w2_mag,e_w2_mag,w3_mag,e_w3_mag,w4_mag,e_w4_mag,j_k,w1_w2,w3_w4,apass_dr9_id,apass_vmag,e_apass_vmag,apass_bmag,e_apass_bmag,apass_gpmag,e_apass_gpmag,apass_rpmag,e_apass_rpmag,apass_ipmag,e_apass_ipmag,b_v,e_b_v,vector_x,vector_y,vector_z,reference,periodic,classified,asassn_discovery,created_at,updated_at,edr3_source_id,galex_id,FUVmag,e_FUVmag,NUVmag,e_NUVmag,tic_id,pm,ruwe
d23a05fb-21bb-5b0d-8042-7fbf1ea3dd9b,185928,ASASSN-V J185727.96+153920.8,MASTER OT J185727.96+153920.8,284.3665,15.65578,47.58693,5.7687,16.47,1.07,,UG,,0.78,0.86,2457424.17082,,20.856173,0.024338,21.121796,0.168994,20.791958,0.121853,0.329838,,,,,,,,,4552.78857,J185727.64+153916.5,16.137,0.084,15.494,0.103,15.236,0.178,15.597,0.072,17.203,,12.687,,9.013,,0.901,-1.606,3.674,,,,,,,,,,,,,0.91,0.238918221115998,-0.932788872621182,0.269857374798004,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 16:28:27 UTC,EDR3 4507759565216198656,,,,,,TIC 1803770587,,
bcdef80c-7af0-53ac-a448-5844bb29e963,60975,ASASSN-V J185746.67+572714.7,ASASSN-14hi,284.44446,57.45408,87.54246,21.78552,17.16,1.39,,UG,,0.85,0.84,2456920.79263,,,,,,,,,,,,,,,,,,J185747.70+572714.1,,,,,,,17.585,0.088,17.849,0.377,13.447,,9.686,,,-0.264,3.761,,,,,,,,,,,,,0.058,0.134193334746971,-0.52096991685753,0.842960553429961,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2019-04-16 09:55:44 UTC,,,,,,,,,
4e30dbe2-69ce-5074-a90c-96cb49c53048,175290,ASASSN-V J185803.63+170126.4,PNV J18580379+1701265,284.51513,17.024,48.88177,6.25261,17.55,0.92,0.414958,UG,,0.48,0.64,2457795.16325,4514101337822714368,19.77557,0.005866,19.775045,0.044842,19.539377,0.078965,0.235668,1.485,0.3781,3.9272,-5.81,0.343,7.289,0.361,61.5528055390998,717.801636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.583,0.239653350473726,-0.92566229169895,0.292772255060764,The ASAS-SN Catalog of Variable Stars: II,true,false,false,2019-04-16 09:55:43 UTC,2021-08-05 16:56:18 UTC,EDR3 4514099864666967040,GALEX J185803.6+170125,12.6543,0.0046,12.4311,0.0028,TIC 1807414830,9.321,0.99
1194e78d-9b6e-58e4-9adf-9fdb88cf6d95,68772,ASASSN-V J185811.07+462755.6,ASASSN-14ex,284.54613,46.46545,76.47977,18.21155,16.85,2.11,,UGSU,,0.91,0.85,2458326.85264,2107342952371411456,19.022242,0.017102,19.20971,0.049998,18.637817,0.070264,0.571892,1.435,0.1592,9.0157,-3.002,0.09,-4.344,0.162,35.5069767406555,704.902832,J185811.16+462756.6,,,,,,,16.407,0.049,15.985,0.096,12.571,,8.941,,,0.422,3.63,,,,,,,,,,,,,0.048,0.172996548912422,-0.666713146471606,0.724959153598548,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:45 UTC,2021-08-05 16:45:20 UTC,EDR3 2107342952371411456,GALEX J185811.1+462756,19.264,0.0728,18.8726,0.0443,TIC 1716782826,5.28,1.008
4c3df5e8-129c-5641-9ad6-52686ac93315,52670,ASASSN-V J185831.27+491430.7,KIC 11390659,284.63029,49.24185,79.25203,19.11346,16.36,1.98,,UG,,0.67,0.89,2457184.02664,2132186284460008960,16.337408,0.017305,16.479305,0.050818,15.889338,0.047736,0.589968,3.8952,0.0351,111.0319,15.351,0.04,-8.541,0.037,324.944275429409,256.252869,J185830.93+491432.6,15.017,0.042,14.616,0.058,14.626,0.135,13.958,0.025,13.686,0.029,12.826,,8.958,,0.391,0.272,3.868,,,,,,,,,,,,,0.048,0.164901870102031,-0.631698783094982,0.75747212534401,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 17:41:46 UTC,EDR3 2132186284460008832,GALEX J185830.9+491432,17.1857,0.0398,16.8331,0.0207,TIC 48448653,17.567,1.057
1e302518-1902-545f-a78f-d717e2d4b183,176283,ASASSN-V J185844.45+301533.3,DM Lyr,284.68521,30.25925,61.03489,11.84618,17.37,0.98,0.2510916,UGSU,,0.9,0.52,2457817.11741,2041088653728555264,18.259811,0.018439,18.443842,0.058078,17.783241,0.067779,0.660601,1.4766,0.0877,16.8356,1.942,0.102,4.79,0.113,36.5967416334663,669.448669,J185844.45+301532.9,,,,,,,15.987,0.048,15.923,0.124,12.669,,9.18,,,0.064,3.489,,,,,,,,,,,,,0.161,0.218968807418839,-0.83553809955091,0.503913430637075,The ASAS-SN Catalog of Variable Stars: II,true,false,false,2019-04-16 09:55:44 UTC,2021-08-05 16:51:26 UTC,EDR3 2041088653728555264,GALEX J185844.4+301533,19.1826,0.1141,18.8823,0.077,TIC 1713459755,5.169,0.991
04a58536-35b5-5d94-a925-0afdcf1fa7ad,174555,ASASSN-V J185852.50+231354.2,MASTER OT J185852.54+231353.5,284.71875,23.23172,54.58679,8.8199,17.46,0.74,0.1384145,UG,,0.52,0.76,2457052.16606,4533047950377932288,19.055136,0.010952,19.295494,0.039521,18.456608,0.032147,0.838886,1.0666,0.1546,6.9001,-3.549,0.103,-33.783,0.169,160.096800389818,1005.72034,J185852.51+231355.3,,,,,,,16.38,0.069,16.916,,12.758,,9.312,,,-0.536,3.446,,,,,,,,,,,,,0.424,0.233473375138122,-0.888762526658423,0.394450699466169,The ASAS-SN Catalog of Variable Stars: II,true,false,false,2019-04-16 09:55:44 UTC,2021-08-05 18:10:46 UTC,EDR3 4533047950377932288,GALEX J185852.5+231354,21.435,0.3482,21.0447,0.2508,TIC 1813946912,33.969,1.019
94c364c2-91b5-5562-ab5d-700b170e13bb,70568,ASASSN-V J185902.36+404348.2,CSS 170421:185902+404349,284.75985,40.73005,70.95286,15.9717,16.74,1.62,,UG,,0.88,0.79,2457195.96179,2103455358433211392,18.821321,0.04352,18.93291,0.176789,18.153957,0.111722,0.778954,0.3856,0.1018,3.7892,0.747,0.123,0.281,0.109,0.56372899490369,6710.69434,J185902.29+404349.3,17.148,0.19,15.801,0.145,16.152,,15.904,0.041,16.135,0.136,13.058,,9.072,,0.996,-0.231,3.986,,,,,,,,,,,,,0.136,0.193061356638333,-0.732786714381471,0.652495933932905,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 17:47:45 UTC,EDR3 2103455358433211520,,,,,,TIC 120320326,0.798,1.145
3d37ff49-1245-5ba1-8716-9f55d127125a,243517,ASASSN-V J185910.61-235549.2,MASTER OT J185910.46-235548.6,284.79421,-23.93033,12.13644,-12.26437,16.57,0.56,,UG,,0.93,0.78,2456848.68372,4075335622105887744,19.064844,0.004145,19.528502,0.025602,18.511915,0.030738,1.016586,0.3977,0.2556,1.5558,-0.544,0.279,-4.342,0.241,3.25208746837185,6378.05176,J185910.13-235544.2,16.427,0.119,15.799,,15.562,,15.024,0.047,14.777,0.089,12.231,,8.791,,0.865,0.247,3.44,,,,,,,,,,,,,0.177,0.233398173036139,-0.883738223808774,-0.405625497969131,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 17:52:19 UTC,EDR3 4075335622105887744,,,,,,TIC 1723490368,4.376,0.97
75f57b41-4f34-55f3-ac8b-7ccf0bab8b05,173689,ASASSN-V J185913.05+240041.8,ATLAS17ftx,284.80437,24.01161,55.33226,9.08844,15.65,0.71,,UG,,0.81,0.85,2457899.9984,,21.129606,0.080209,21.063833,0.251444,22.362589,0.623202,-1.298756,,,,,,,,,7486.10742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.301,0.233407612199173,-0.883139613433006,0.406921748930776,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 16:28:28 UTC,EDR3 4533717625975345536,,,,,,TIC 1814295066,,
f1ddd489-f79d-5355-9e82-c3943e3509fa,59675,ASASSN-V J185956.59+354226.5,MASTER OT J185957.16+354224.3,284.9858,35.70736,66.23946,13.84638,15.5,0.68,,UG,,0.85,0.83,2457602.96149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076,0.209968885550052,-0.78439210203089,0.583645523732025,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2019-04-16 09:55:43 UTC,,,,,,,,,
7430102a-6c1e-5eae-88ff-6228750c4fa5,199945,ASASSN-V J190005.31-493032.2,ASASSN-14fz,285.02213,-49.50894,347.19961,-21.62848,16.99,3.07,,UGSU,,0.56,0.91,2457911.73779,6661251730703014912,19.826202,0.008682,19.937069,0.065491,19.275301,0.045595,0.661768,1.0083,0.4202,2.3997,-0.482,0.396,-1.276,0.357,0.559065777765599,11564.5908,J190005.23-493033.6,,,,,,,16.399,0.081,16.225,0.203,12.247,,8.884,,,0.174,3.363,,,,,,,,,,,,,0.06,0.168301052903791,-0.627139071869632,-0.760507291303622,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 17:30:15 UTC,EDR3 6661251730703015168,,,,,,TIC 1818351635,1.364,1.052
6344a51f-3737-5afd-90af-0dcd3d8d78a7,175819,ASASSN-V J190046.03+171532.9,ASASSN-15nj,285.19179,17.25914,49.38408,5.77949,15.99,1.29,,UGSU,,0.49,0.91,2457850.02899,4514178170508646400,17.64105,0.004998,18.482159,0.019911,16.736088,0.012435,1.746071,1.0882,0.0902,12.0709,-1.561,0.069,-10.201,0.075,49.2591875660607,993.024658,J190045.47+171528.7,13.65,0.029,13.191,0.031,13.039,,12.803,0.027,12.865,0.029,12.649,,8.754,,0.611,-0.062,3.895,,,,,,,,,,,,,0.61,0.250251433782353,-0.921600205270812,0.296693918937807,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 16:39:45 UTC,EDR3 4514178170508646144,GALEX J190046.1+171532,,,22.2305,0.41,TIC 353835599,10.32,1.01
04cecdb1-bde3-5238-9a18-92efdf42ebe0,71212,ASASSN-V J190131.20+425446.4,V0493 Lyr,285.38001,42.9129,73.23904,16.36812,12.27,0.52,,UG,,0.75,0.86,2456913.80149,2105732820674871808,20.529365,0.007995,21.272358,0.209214,19.429045,0.067695,1.843313,-0.5437,0.6913,-0.7865,0.529,0.95,-0.519,0.856,1.08465917112429,3238.55371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.194244181636334,-0.706161277559489,0.68088578188708,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 17:50:21 UTC,EDR3 2105732820674871680,,,,,,TIC 1716621234,0.742,1.095
f823aaa3-70a9-5c1c-ba3e-5d4d5d1aa1b8,653193,ASASSN-V J190309.47-095515.5,Gaia16bix,285.78946,-9.92097,25.38258,-7.08682,16.88,0.64,,UG,,0.96,0.79,2457979.87934,4202538538957902848,20.327704,0.008622,21.092657,0.132218,19.357077,0.042786,1.73558,-0.2841,0.897,-0.3167,-4.144,1.223,-6.168,1.268,8.77895832136912,4012.09863,J190309.14-095514.8,15.929,0.091,15.065,0.09,15.114,0.139,14.834,0.038,15.238,0.12,11.161,,8.163,,0.815,-0.404,2.998,30832317,16.178,0.0,17.435,0.0,16.759,0.055,15.822,0.084,15.405,0.126,1.256,0.375,0.268034294371314,-0.947878630904856,-0.17228963438004,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 17:22:12 UTC,EDR3 4202538538957902848,,,,,,TIC 1753157386,7.431,1.244
11d00745-0172-5c4c-af04-45e61704a427,58413,ASASSN-V J190338.36+383214.9,KIC 3426313,285.90983,38.53747,69.21744,14.30274,15.36,0.21,,CV,,0.91,0.82,2458272.01758,2100018491243656192,15.536401,0.002986,15.875583,0.005656,14.981224,0.005835,0.894359,1.4711,0.0263,55.8567,4.66,0.03,-19.948,0.03,145.254209472961,668.478088,J190338.36+383214.5,14.071,0.027,13.56,0.03,13.355,0.033,13.413,0.025,13.43,0.029,12.545,,9.48,,0.716,-0.017,3.065,,,,,,,,,,,,,0.104,0.214420203648947,-0.752238123120498,0.623026309549842,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:45 UTC,2021-08-05 16:45:29 UTC,EDR3 2100018491243656320,,,,,,TIC 120638283,20.486,1.049
240d6d49-8043-589a-aa7a-be07fed8956e,84034,ASASSN-V J190342.17+534745.8,ASASSN-15fv,285.92571,53.79606,84.09272,19.86612,16.91,1.39,1.0051076,UGSU,,0.66,0.66,2457893.00801,2134633793047290368,18.437046,0.017501,18.582943,0.056589,18.106743,0.05529,0.4762,1.1455,0.1059,10.8209,-1.604,0.137,-1.841,0.147,12.6609425859648,914.138123,J190342.18+534745.7,,,,,,,17.207,0.077,17.005,0.212,13.02,,9.597,,,0.202,3.423,,,,,,,,,,,,,0.053,0.162071956650423,-0.567990566827641,0.806919696662759,The ASAS-SN Catalog of Variable Stars: II,true,false,false,2019-04-16 09:55:43 UTC,2021-08-05 16:30:55 UTC,EDR3 2134633793047290368,,,,,,TIC 1717416294,2.442,0.951
d6df0911-ea9b-5950-862b-1c17458507cf,150293,ASASSN-V J190352.47-200516.0,ASASSN-15rd,285.96862,-20.08778,16.17037,-11.65082,16.6,0.86,,UG,,0.94,0.8,2457648.50491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.159,0.258375173184606,-0.902927412460711,-0.343459397467635,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2019-04-16 09:55:43 UTC,,,,,,,,,
3a68bca6-d918-5819-a41a-70c02e19f265,52665,ASASSN-V J190446.12+484505.2,ASASSN-16ev,286.19217,48.75144,79.14208,17.98222,16.85,0.67,,UG,,1.01,0.82,2457527.91045,,,,,,,,,,,,,,,,,,J190446.56+484512.3,16.586,0.129,16.023,0.194,15.823,,16.026,0.038,16.132,0.103,13.194,,9.507,,0.763,-0.106,3.687,,,,,,,,,,,,,0.061,0.18385981920413,-0.63317260926821,0.751856378409275,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2019-04-16 09:55:43 UTC,,,,,,,,,
d81e4d86-b656-5a0d-9d16-00a78b3580f5,585814,ASASSN-V J190516.08+472334.1,MASTER OT J190516.08+472334.1,286.317,47.39281,77.84371,17.41401,17.54,0.43,0.062267,UG,,0.73,0.63,2457538.0848,,,,,,,,,,,,,,,,,,J190516.15+472335.3,,,,,,,18.051,0.159,17.945,,12.937,0.475,9.119,,,0.106,3.818,,,,,,,,,,,,,0.056,0.190195253719601,-0.649701388468434,0.736012140718294,The ASAS-SN Catalog of Variable Stars: II,true,false,false,2019-04-16 09:55:44 UTC,2019-04-16 09:55:44 UTC,,,,,,,,,
ab2cd2bb-01f0-597d-836a-90f8a85956c4,652363,ASASSN-V J190538.60-185032.8,Gaia17cyy,286.41083,-18.84244,17.50256,-11.50433,14.46,0.1,,UG,,1.08,0.79,2458209.80254,4087108127462408192,14.445608,0.002769,15.007054,0.003014,13.737726,0.003887,1.269328,0.605,0.0246,24.5538,-2.901,0.027,-8.598,0.022,27.7791637131923,1548.34705,J190538.62-185030.1,12.834,0.028,12.317,0.029,12.176,0.03,12.058,0.021,12.146,0.026,11.588,0.434,8.445,,0.658,-0.088,3.143,28564294,14.563,0.068,15.46,0.078,14.954,0.012,14.264,0.124,13.974,0.115,0.897,0.204,0.267382467355113,-0.907854095078446,-0.322966806654164,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 17:57:28 UTC,EDR3 4087108127462408192,,,,,,TIC 899236,9.075,0.897
72e33185-2e9d-5cfb-b24a-d4d67e734b4f,581928,ASASSN-V J190549.09+491750.8,ATLAS17mei,286.45454,49.29744,79.74293,18.01649,15.3,0.27,,UG,,0.78,0.84,2457468.06886,,,,,,,,,,,,,,,,,,J190548.81+491755.7,,,,,,,16.047,0.041,16.495,0.147,12.506,,9.392,0.503,,-0.448,3.114,,,,,,,,,,,,,0.075,0.184719403494173,-0.625424055028667,0.758105199404579,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2019-04-16 09:55:43 UTC,,,,,,,,,
606e13bd-7eec-56dd-b3ad-8b2bedf84b24,549259,ASASSN-V J190621.68-285108.5,ASASSN-17mj,286.59033,-28.85235,8.15189,-15.70946,15.91,1.72,,UG,,0.57,0.92,2457218.6718,6762473973752036352,17.13457,0.038585,17.253702,0.101931,16.67319,0.092633,0.580513,3.9284,0.0858,45.7686,-5.555,0.086,-18.009,0.062,350.957532891385,254.536057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.172,0.250083103689231,-0.839404518948061,-0.482554136671457,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 17:42:33 UTC,EDR3 6762473973752036096,,,,,,TIC 1160450,18.846,1.058
45c3f6da-c630-50a7-b5a5-fbc0928a4ca9,200189,ASASSN-V J190638.65+330859.3,ASASSN-16cd,286.66104,33.14981,64.43438,11.53358,16.69,1.61,411.9693751,UG,,0.49,0.82,2457445.1315,,,,,,,,,,,,,,,,,,J190638.23+330903.9,15.888,0.059,15.431,0.103,15.302,0.159,15.405,0.042,15.674,0.103,12.455,0.318,8.706,,0.586,-0.269,3.749,,,,,,,,,,,,,0.089,0.240045416994277,-0.802094210523771,0.546830024069905,The ASAS-SN Catalog of Variable Stars: II,true,false,false,2019-04-16 09:55:43 UTC,2019-04-16 09:55:43 UTC,,,,,,,,,
d29fa49f-0d92-5944-9da3-421778ee1c87,245670,ASASSN-V J190803.94-431118.7,ASASSN-14ir,287.01642,-43.18853,354.11588,-21.04576,15.25,0.63,,UG,,0.58,0.9,2457198.63426,6712260484592862208,19.06986,0.025085,19.170008,0.079711,18.639864,0.072697,0.530144,1.1816,0.1998,5.9144,3.376,0.197,1.41,0.229,15.6085062610383,1111.05078,J190803.30-431113.0,14.191,0.034,13.902,0.04,13.891,0.051,13.798,0.027,13.771,0.037,12.491,,8.931,,0.3,0.027,3.56,59267739,15.238,0.0,15.759,0.118,15.489,0.065,15.124,0.154,14.784,0.0,0.521,0.084,0.213369672820996,-0.697186082908015,-0.684401160518917,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 17:36:25 UTC,EDR3 6712260484592861952,,,,,,TIC 1819734678,3.658,0.962
cdad590b-3ffc-534b-9a1d-9f58b3b0a696,176779,ASASSN-V J190803.99+312355.9,V0415 Lyr,287.01664,31.39886,62.95135,10.5151,16.36,1.21,,UG,,0.49,0.91,2458306.04783,,20.524748,0.048701,16.32406,0.139157,16.056633,0.135775,0.267427,0.0363,0.6185,0.0587,-3.53,0.438,-7.124,0.675,40.8821746846507,921.817749,J190803.31+312356.0,15.543,0.047,15.14,0.079,15.08,0.121,14.985,0.035,15.066,0.067,12.502,0.361,8.615,0.269,0.463,-0.081,3.887,,,,,,,,,,,,,0.17,0.249794183772254,-0.816192088665562,0.520992648847659,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 16:28:27 UTC,EDR3 2042616493857975296,,,,,,TIC 42633181,7.95,1.143
08b88c96-fa60-536a-bd43-6cf86b528fab,60737,ASASSN-V J190812.83+572431.9,MASTER OT J190812.83+572431.9,287.05346,57.40886,87.95334,20.43372,16.36,0.46,,UG,,0.92,0.82,2458360.50219,,20.353758,0.062076,20.713413,0.241512,19.798628,0.203731,0.914785,,,,,,,,,,J190812.59+572423.8,14.795,0.035,14.443,0.055,14.337,0.065,14.35,0.025,14.407,0.031,13.299,,9.638,,0.458,-0.057,3.661,14833401,16.282,0.011,17.145,0.061,16.608,0.038,16.118,0.033,,,0.863,0.066,0.15796379383093,-0.514957312224724,0.842535700385941,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 16:28:26 UTC,EDR3 2142953522656435328,,,,,,,,
47fd2de3-70ee-579e-a6cd-c8bf72f35be1,184867,ASASSN-V J190844.92+254447.3,MASTER OT J190844.92+254447.3,287.18717,25.74647,57.86782,7.908,17.79,1.41,,UG,,0.92,0.82,2457908.00106,,,,,,,,,,,,,,,,,,J190844.63+254455.2,16.87,0.149,16.029,0.172,15.478,0.173,15.59,0.038,15.509,0.096,12.808,,9.134,,1.392,0.081,3.674,,,,,,,,,,,,,0.334,0.266158952472935,-0.860502727804357,0.434389764450971,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2019-04-16 09:55:43 UTC,,,,,,,,,
04ac32a5-1757-576d-9eb6-3e1723b8d1fb,422426,ASASSN-V J190846.31-172148.8,V1089 Sgr,287.19296,-17.36356,19.19113,-11.55247,15.4,1.5,,UGSS,,0.36,0.93,2457522.04358,4087508177901933568,16.825462,0.002943,17.45682,0.011838,15.99692,0.011876,1.4599,0.9166,0.0657,13.9438,3.416,0.071,4.119,0.066,23.5137675973711,1078.71411,J190846.34-172147.9,14.958,0.047,14.415,0.075,14.351,0.078,13.741,0.03,13.679,0.046,10.869,,7.729,,0.607,0.062,3.14,28574906,15.899,0.112,16.652,0.24,16.116,0.0,15.547,0.0,15.213,0.0,0.754,0.171,0.282120700749829,-0.911781308869545,-0.298433836896161,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 18:15:08 UTC,EDR3 4087508177901933568,GALEX J190846.2-172147,,,19.074,0.0856,TIC 319401445,5.351,0.984
8cab909d-5526-5d66-9580-2e4313175b01,59410,ASASSN-V J190851.51+430030.9,V0363 Lyr,287.21464,43.00858,73.86728,15.16555,16.84,1.82,,UG,,0.89,0.83,2457979.80359,2105585421693855744,17.367723,0.05249,17.339212,0.17326,16.809328,0.12775,0.529884,0.5997,0.0502,11.9397,-3.319,0.056,-8.465,0.063,25.9603327511255,1660.14978,J190851.57+430031.1,16.8,0.157,16.134,0.185,15.546,,16.018,0.046,16.077,0.121,13.058,,9.254,,1.254,-0.059,3.804,,,,,,,,,,,,,0.061,0.216415457757175,-0.69849352215006,0.682107872083409,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 18:06:32 UTC,EDR3 2105585421693855744,GALEX J190851.5+430031,18.5955,0.0837,18.231,0.0483,TIC 158424730,9.093,1.053
1220c06d-fa58-53db-ad6f-f8547f8fe3aa,202722,ASASSN-V J190901.75-343617.3,,287.25729,-34.60481,2.78319,-18.36871,17.27,1.0,0.1978567,UG,,0.76,0.61,2458069.52923,,20.666542,0.018727,20.999979,0.1567,20.818213,0.22643,0.181767,-0.4159,0.8509,-0.4888,-2.723,1.052,-0.731,0.987,23.1129473780281,578.204834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076,0.244180030703791,-0.78603505798194,-0.567912845627588,The ASAS-SN Catalog of Variable Stars: II,true,false,true,2019-04-16 09:55:43 UTC,2021-08-05 16:28:29 UTC,EDR3 6755563337011965312,GALEX J190901.8-343616,,,21.5078,0.3205,TIC 1826014818,2.82,0.958
b8a311ab-eedd-5289-a221-c5b152e32ed0,177868,ASASSN-V J191013.98+290614.6,V0419 Lyr,287.55827,29.10405,61.06058,9.09598,15.77,1.48,,UGSU,,0.67,0.88,2457637.87503,2037590591849681152,18.937531,0.031071,17.329445,0.467001,16.562128,0.324386,0.767317,1.186,0.0859,13.8121,-6.858,0.076,-10.936,0.07,73.421804380337,833.350342,J191013.42+290620.9,15.6,0.069,15.253,0.105,15.089,0.149,15.075,0.043,15.575,0.114,12.885,,8.982,,0.511,-0.5,3.903,,,,,,,,,,,,,0.208,0.263585368329691,-0.833030955813587,0.486397142527383,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 16:32:51 UTC,EDR3 2037590591849681152,,,,,,TIC 1712316177,12.908,1.143
da5ea1a2-dc8a-59b6-8fda-5bdba42aa822,241563,ASASSN-V J191058.79-264555.4,ASASSN-15pa,287.74496,-26.76539,10.56219,-15.84414,17.0,1.61,0.2319733,UG,,0.79,0.55,2457668.50785,6763227963847754752,19.553783,0.030522,19.746824,0.10963,19.063091,0.112034,0.683733,1.1942,0.2348,5.0864,2.111,0.27,-0.663,0.256,11.3299036757963,925.695068,J191058.91-264557.1,,,,,,,16.427,0.094,15.715,0.173,10.92,,7.348,,,0.712,3.572,,,,,,,,,,,,,0.125,0.272125729836652,-0.850378161006515,-0.450338284452973,The ASAS-SN Catalog of Variable Stars: II,true,false,false,2019-04-16 09:55:44 UTC,2021-08-05 18:10:00 UTC,EDR3 6763227963847755136,GALEX J191058.7-264555,20.3098,0.1982,19.8798,0.1244,TIC 1830115342,2.212,1.06
59bacc83-20dc-50ff-b39b-b367b796beee,176298,ASASSN-V J191059.45+285639.4,V0584 Lyr,287.74772,28.94429,60.98918,8.87691,15.46,0.94,,UG,,0.75,0.87,2457448.12753,2037573102742604544,18.690334,0.015955,19.068062,0.072572,17.987585,0.040678,1.080477,1.0325,0.1122,9.1995,-5.117,0.13,3.416,0.138,29.2761230396864,996.124146,J191059.41+285638.4,,,,,,,15.299,0.046,15.116,0.09,12.556,,8.911,,,0.183,3.645,,,,,,,,,,,,,0.198,0.266750742889019,-0.83344330843779,0.483958978414935,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 17:50:37 UTC,EDR3 2037573102742604544,,,,,,TIC 1712308215,6.153,1.082
9fead4e3-46ac-5f43-adab-299a03d2efb9,200312,ASASSN-V J191122.39+335044.2,ASASSN-15qf,287.84329,33.84561,65.50441,10.9381,17.02,1.04,,UG,,0.83,0.85,2457513.08279,,20.865322,0.032505,20.658222,0.156663,19.810247,0.14219,0.847975,,,,,,,,,8338.20801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.112,0.254490003201942,-0.790590795122908,0.55695693993091,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 16:28:28 UTC,EDR3 2044223464461032832,,,,,,TIC 1714302778,,
